"profile","Park","year","min_dist_to_BP","q1_dist_to_BP","med_dist_to_BP","q3_dist_to_BP","max_dist_to_BP"
34,"Klipsan Beach, Long Beach","20",770.467445424964,656.50354732434,542.54034698096,428.578401016617,314.619072525242
34,"Klipsan Beach, Long Beach","21",760.182693545846,651.151628076321,542.121176634605,433.091802963704,324.064594891873
34,"Klipsan Beach, Long Beach","22",758.946547602891,646.125437906429,533.305064838561,420.486021332945,307.669769999621
35,"Loomis Lake State Park, Long Beach","97",606.017555110388,499.974935757178,393.933496865248,287.894542850739,181.862420355735
35,"Loomis Lake State Park, Long Beach","98",635.470032648064,521.676521872301,407.888291912734,294.111472088205,180.36765640214
35,"Loomis Lake State Park, Long Beach","99",798.222346152374,644.042247396824,489.868139592552,335.70827687852,181.598940973178
35,"Loomis Lake State Park, Long Beach","10",704.310845217091,587.508469940297,470.706970384504,353.907213604524,237.111775055285
35,"Loomis Lake State Park, Long Beach","11",712.019169256171,590.364396373956,468.710546571097,347.058590545145,225.411594463527
35,"Loomis Lake State Park, Long Beach","12",682.754431955238,583.622381902168,484.490745206049,385.359840868183,286.230429808087
35,"Loomis Lake State Park, Long Beach","13",757.778089576767,639.872081944346,521.966717710686,404.062560107075,286.161100605339
35,"Loomis Lake State Park, Long Beach","14",742.968732087017,628.936826332032,514.90552863609,400.875357897106,286.847658111426
35,"Loomis Lake State Park, Long Beach","15",703.06176100228,607.099951044501,511.138928158789,415.179238097119,319.222082821695
35,"Loomis Lake State Park, Long Beach","16",767.337234795343,635.461877380495,503.587648622299,371.715749769044,239.850023865275
35,"Loomis Lake State Park, Long Beach","17",691.984692165391,575.882464167497,459.781264595294,343.682135705144,227.588246457576
35,"Loomis Lake State Park, Long Beach","18",748.269043699892,624.819672112998,501.371162339097,377.924358909544,254.481745033325
35,"Loomis Lake State Park, Long Beach","19",747.665402846774,623.918943225303,500.173130033165,376.428600785677,252.68724178767
35,"Loomis Lake State Park, Long Beach","20",728.51041564705,602.691783080938,476.874053106808,351.058196181128,225.247350997886
35,"Loomis Lake State Park, Long Beach","21",706.833418548878,601.09289406328,495.352982661458,389.614183510028,283.877739485017
35,"Loomis Lake State Park, Long Beach","22",754.493572043423,651.224231203274,547.955171550533,444.686588984744,341.418916417963
36,"Oceanside 156th Pl, Long Beach","97",584.240907464867,475.488481035424,366.781375003252,258.17684309605,149.898003264434
36,"Oceanside 156th Pl, Long Beach","98",567.233463173097,466.180166922474,365.131743050772,264.093784473624,163.085743321647
36,"Oceanside 156th Pl, Long Beach","99",613.922006642286,500.92571689231,387.929486173378,274.933387269945,161.937696114985
36,"Oceanside 156th Pl, Long Beach","10",697.421402500712,594.514557153182,491.612991226152,388.720897421149,285.848504484098
36,"Oceanside 156th Pl, Long Beach","11",716.164301920828,608.923291636778,501.686926211208,394.458993871645,287.248938801743
36,"Oceanside 156th Pl, Long Beach","12",692.836305222823,595.40465808229,497.977725831003,400.558948855272,303.156189312991
36,"Oceanside 156th Pl, Long Beach","13",744.732606261179,634.722024512344,524.716384021282,414.719616857624,304.741331688962
36,"Oceanside 156th Pl, Long Beach","14",683.181337525361,589.688761224151,496.201080370816,402.721704262699,309.25816381036
36,"Oceanside 156th Pl, Long Beach","15",682.733458667396,588.204769496844,493.681582213074,399.167805385973,304.672196925784
36,"Oceanside 156th Pl, Long Beach","16",698.980386160811,578.868916487672,458.764802810303,338.675871156222,218.627140797099
36,"Oceanside 156th Pl, Long Beach","17",642.395734517567,550.956210970821,459.521389448333,368.094773918358,276.684499175113
36,"Oceanside 156th Pl, Long Beach","18",648.715390307245,555.622829470222,462.534856800921,369.45494042378,276.391219780162
36,"Oceanside 156th Pl, Long Beach","19",677.312190973984,580.737011028868,484.166795682217,387.605255678125,291.061025462218
36,"Oceanside 156th Pl, Long Beach","20",670.620241706341,568.626146409252,466.637906913652,364.660436504658,262.706276532003
37,"Oceanside 115th Ln, Long Beach","97",659.384356757268,543.197242519981,427.025621636207,310.88686317316,194.83974122556
37,"Oceanside 115th Ln, Long Beach","98",610.791047803079,506.810723446863,402.837103485165,298.877184989259,194.952888383523
37,"Oceanside 115th Ln, Long Beach","99",673.65107038167,553.696510443472,433.757714770728,313.852756820689,194.044374305841
37,"Oceanside 115th Ln, Long Beach","10",698.221185745155,606.556093323658,514.910800062629,423.298165886185,331.745248666009
37,"Oceanside 115th Ln, Long Beach","11",754.957930307382,636.534865068876,518.141681219773,399.804925733798,281.595747339189
37,"Oceanside 115th Ln, Long Beach","12",677.714104189584,591.415559507904,505.134181165135,418.880577106941,332.676351303056
37,"Oceanside 115th Ln, Long Beach","13",789.720198011804,674.348421008169,558.998170354065,443.686235730548,328.452975125608
37,"Oceanside 115th Ln, Long Beach","14",759.201951270382,651.917940090622,544.65599258743,437.432339637749,330.284279236338
37,"Oceanside 115th Ln, Long Beach","15",712.835041860165,625.64128507368,538.463195433246,451.309852148647,364.199021167549
37,"Oceanside 115th Ln, Long Beach","16",769.240969154843,647.869946224492,526.527840620309,405.240629513275,284.07863312998
37,"Oceanside 115th Ln, Long Beach","17",766.723317878593,651.857580393507,537.016129791019,422.218784277234,307.51494197674
37,"Oceanside 115th Ln, Long Beach","18",735.865035547615,632.208029840984,528.5728223841,424.975360749859,321.452141133855
37,"Oceanside 115th Ln, Long Beach","19",746.67997754329,638.040853434766,529.425791509648,420.853422292853,312.368266108665
38,"Long Beach 11th St, Long Beach","97",632.856086209738,531.349492819456,430.037654348871,329.10048278285,229.033871620742
38,"Long Beach 11th St, Long Beach","98",605.894668263158,510.805488269114,415.876529818922,321.249860163221,227.303323002086
38,"Long Beach 11th St, Long Beach","99",605.826901733735,510.704348604633,415.621923075522,320.615328136754,225.780310854167
38,"Long Beach 11th St, Long Beach","10",676.434688647273,571.888417520323,467.365938343041,362.887810064502,258.507812656259
38,"Long Beach 11th St, Long Beach","11",695.283427918773,587.335325319456,479.40889618533,371.523029244631,263.727508842907
38,"Long Beach 11th St, Long Beach","12",817.714523736556,681.545382170525,545.399976303797,409.301992314224,273.322279074748
38,"Long Beach 11th St, Long Beach","13",754.995841744367,646.875493409623,538.770750325819,430.693363484317,322.670822669649
38,"Long Beach 11th St, Long Beach","14",710.07151034637,600.771362929,491.491288296044,382.248502510627,273.087759003804
38,"Long Beach 11th St, Long Beach","15",743.675163671213,626.059574190778,508.46595385644,390.914129249637,273.458006069532
38,"Long Beach 11th St, Long Beach","16",759.468224675738,637.841172238553,516.235740257636,394.671914179584,273.205237817878
38,"Long Beach 11th St, Long Beach","17",704.005522521403,584.562256319172,465.146494696173,345.786734543443,226.571499282611
38,"Long Beach 11th St, Long Beach","18",700.436474254887,593.785547516902,487.155501294494,380.563887502802,274.05555372807
38,"Long Beach 11th St, Long Beach","19",651.898194198949,568.440023647251,484.995963116667,401.574808555074,318.19457626396
39,"Holman, Long Beach","97",625.886832950499,537.690927073894,449.495349091673,361.300339126817,273.106447474043
39,"Holman, Long Beach","98",627.629510156145,538.962781291222,450.318626959248,361.713644374526,273.185951025913
39,"Holman, Long Beach","99",620.303032725526,533.367243088569,446.449244173152,359.561938026146,272.734660362229
39,"Holman, Long Beach","10",664.752243861562,569.074141073074,473.397204178875,377.722319141906,282.051574005095
39,"Holman, Long Beach","11",624.648767703713,537.4649939738,450.282405968158,363.101857782934,275.925282912043
39,"Holman, Long Beach","12",658.896988750687,563.026190391485,467.156604043257,371.289168557559,275.426129892487
39,"Holman, Long Beach","13",685.878165573074,584.253265348691,482.630062789111,381.009916303395,279.396160517141
39,"Holman, Long Beach","14",696.926500106032,591.327532581618,485.730366680494,380.13650381087,274.549755110103
39,"Holman, Long Beach","15",670.643864349339,576.460749620826,482.279248368927,388.100535236757,293.927290302667
39,"Holman, Long Beach","16",697.196766418872,591.552435567243,485.909502598792,380.269132557114,274.63428301168
39,"Holman, Long Beach","17",676.045409394886,575.879391336257,475.714412583849,375.551304732729,275.392109191861
39,"Holman, Long Beach","18",680.160162482756,583.924048801529,487.689134065845,391.456302516611,295.227591276662
39,"Holman, Long Beach","19",601.962103627282,520.246739246817,438.53271253977,356.820942511762,275.113439946883
40,"Oceanview South, Long Beach","97",552.024165281323,480.5660726082,409.117721655109,337.68529601555,266.281612321609
40,"Oceanview South, Long Beach","98",571.984459843581,495.834643597511,419.776576952446,343.871145346378,268.247952318833
40,"Oceanview South, Long Beach","99",513.214191745542,451.385089913307,389.568917127714,327.77298851052,266.011412934098
40,"Oceanview South, Long Beach","10",586.584236068468,510.091377575728,433.60216742897,357.118949889329,280.646624405123
40,"Oceanview South, Long Beach","11",663.815441579594,569.287276052697,474.76280486543,380.244783138559,285.739611073964
40,"Oceanview South, Long Beach","12",628.069376593882,538.295288234034,448.524689416793,358.760199659152,269.007934574604
40,"Oceanview South, Long Beach","13",664.908647680666,573.011774696822,481.118469753118,389.231259985162,297.355795937066
40,"Oceanview South, Long Beach","14",619.207016177463,531.503711854506,443.804891477153,356.113867793927,268.438281777051
40,"Oceanview South, Long Beach","15",672.524774878798,573.852812985383,475.183737197952,376.519816482885,277.8665422319
40,"Oceanview South, Long Beach","16",657.962280330037,560.300687813927,462.643508260164,364.994283857568,267.361731190165
40,"Oceanview South, Long Beach","17",624.630005647798,539.440744323601,454.25449118111,369.073329192095,283.901841002506
40,"Oceanview South, Long Beach","18",634.149725270781,545.467563834206,456.78910054365,368.117008031135,279.45735072492
40,"Oceanview South, Long Beach","19",570.346722025133,497.321566982629,424.299620118005,351.282882109978,278.275453246756
41,"Cape Disappointment CANBY, Long Beach","97",513.992684414343,457.392014574543,400.805334420617,344.239542966601,287.70696119849
41,"Cape Disappointment CANBY, Long Beach","98",507.88681465658,452.950641901419,398.090752771822,343.343715294983,288.773721396649
41,"Cape Disappointment CANBY, Long Beach","99",498.642978234888,438.001500981218,377.379067099059,316.786609583213,256.245394186567
41,"Cape Disappointment CANBY, Long Beach","10",479.559530508914,420.854789051796,362.151180442975,303.449362146562,244.750622349749
41,"Cape Disappointment CANBY, Long Beach","11",516.380176719721,447.901370959963,379.423882405774,310.948581288431,242.477320803547
41,"Cape Disappointment CANBY, Long Beach","12",522.640440388806,457.427762378267,392.216756591968,327.008423440711,261.804759970751
41,"Cape Disappointment CANBY, Long Beach","13",533.153490284281,461.713522096516,390.274918205965,318.838595662522,247.406530627054
41,"Cape Disappointment CANBY, Long Beach","14",529.483708514219,455.936272620811,382.390667944754,308.848202684804,235.31182036304
41,"Cape Disappointment CANBY, Long Beach","15",533.501163944016,464.988880328349,396.477768649617,327.968563345136,259.46277451095
41,"Cape Disappointment CANBY, Long Beach","16",569.854765762686,483.320213254,396.787801886425,310.259323180339,223.739339909774
41,"Cape Disappointment CANBY, Long Beach","17",445.974930518256,389.035682847186,332.098050220248,275.163035209865,218.232686566021
41,"Cape Disappointment CANBY, Long Beach","18",500.353400746061,427.861637890333,355.371874742535,282.885648589005,210.406615002939
41,"Cape Disappointment CANBY, Long Beach","19",562.128167033187,474.705435757878,387.284527536178,299.867036809019,212.4571820984
41,"Cape Disappointment CANBY, Long Beach","20",519.950830192562,441.803716852998,363.658840056244,285.51803620038,207.385909258904
41,"Cape Disappointment CANBY, Long Beach","21",494.621605508748,423.512291293123,352.405037568185,281.301406888234,210.205075861525
41,"Cape Disappointment CANBY, Long Beach","22",477.919267979767,414.059568882799,350.20170879224,286.34691805409,222.497839309978
42,"Clatsop Spit","97",490.633780616774,440.887709313856,391.210688404095,341.632841183468,292.204651887042
42,"Clatsop Spit","98",640.268633381394,549.800826369042,459.446490924783,369.288926090566,279.518599392173
42,"Clatsop Spit","99",671.319936855975,576.775384025752,482.535733617481,388.822748073548,296.136842056462
42,"Clatsop Spit","10",585.101880696254,510.152593539486,435.242213569518,360.395002917287,285.660619721437
42,"Clatsop Spit","12",534.894306446625,477.769193968792,420.670781081381,363.61164601686,306.613717723211
42,"Clatsop Spit","13",550.634260115239,487.882406566798,425.161829263058,362.488763532579,299.892998438802
42,"Clatsop Spit","14",503.796684025025,450.998654717467,398.227002716336,345.493815054702,292.819873305806
42,"Clatsop Spit","15",571.291686531022,503.312954714006,435.36400177491,367.4613477293,299.636470549949
42,"Clatsop Spit","16",551.888139930162,484.396984508867,416.943587530606,349.54980866881,282.25835554295
42,"Clatsop Spit","17",569.260754922286,498.0871018342,426.950422485734,355.872889998885,284.898776304555
42,"Clatsop Spit","18",603.772552844111,524.772581522628,445.811612504464,366.914826827131,288.134953143785
42,"Clatsop Spit","19",584.592292943417,508.906015614255,433.259149054381,357.676699690787,282.210429494485
43,"Peter Iredale Rd OBA","97",558.861072785197,491.293956830497,423.813481345574,356.468853521479,289.354940687331
43,"Peter Iredale Rd OBA","98",633.846523450502,546.397361251859,459.367678177769,373.051172635264,288.089599488343
43,"Peter Iredale Rd OBA","99",608.691474886362,526.760922254086,444.99936902895,363.5208649664,282.57036593245
43,"Peter Iredale Rd OBA","10",543.290956856141,476.796178820828,410.320621732518,343.875432742816,277.482428296776
43,"Peter Iredale Rd OBA","12",555.135899449245,492.297344467386,429.474626735574,366.675886550286,303.915987853469
43,"Peter Iredale Rd OBA","13",597.631848071625,522.251351498666,446.890229016791,371.560269370961,296.285242790063
43,"Peter Iredale Rd OBA","14",548.659058310427,480.917608989039,413.194766894162,345.501473983932,277.859327798758
43,"Peter Iredale Rd OBA","15",634.176518300572,548.08266301815,462.008058061755,375.965925321179,289.985170943129
43,"Peter Iredale Rd OBA","16",609.280877777606,526.340874864329,443.422957627667,360.542364251993,277.732511169256
43,"Peter Iredale Rd OBA","17",561.64372911634,494.015826217162,426.40561583662,358.82309909994,291.287552506239
43,"Peter Iredale Rd OBA","18",606.561895040161,522.893170255077,439.247669679626,355.641780410349,272.112016388079
43,"Peter Iredale Rd OBA","19",570.364395984844,497.118088031409,423.892246938615,350.699693337689,277.566761564605
44,"Delaura Beach Rd OBA","97",608.564329547325,515.066802338434,421.749505350958,328.765944670773,236.510072101781
44,"Delaura Beach Rd OBA","98",635.048320547642,535.896193745836,436.763139404366,337.665956003367,238.649333070949
44,"Delaura Beach Rd OBA","99",642.482022319576,541.284037948178,440.092198298634,338.912007461184,237.758337670044
44,"Delaura Beach Rd OBA","10",636.155287468908,544.653085013883,453.165066784739,361.701996111908,270.289200167288
44,"Delaura Beach Rd OBA","12",672.13611765128,593.383697000584,514.638948876218,435.90603133509,357.192767602813
44,"Delaura Beach Rd OBA","13",661.598285374971,570.662162847507,479.738293091877,388.835271638131,297.972179807676
44,"Delaura Beach Rd OBA","14",572.268270284878,518.57954951545,464.898049944056,411.226599544872,357.56972350865
44,"Delaura Beach Rd OBA","15",709.544536114609,617.879446677976,526.224079578473,434.584586281555,342.973691036099
44,"Delaura Beach Rd OBA","16",703.74468984788,603.184879289078,502.638448077711,402.115432603747,301.639244063778
44,"Delaura Beach Rd OBA","17",644.491500311277,553.056850781044,461.636801369178,370.24216739993,278.89793585419
44,"Delaura Beach Rd OBA","18",662.0618121118,572.25480441823,482.459082352781,392.682388135196,302.941638934654
44,"Delaura Beach Rd OBA","19",641.493968089495,556.624565427674,471.766587238901,386.927550179209,302.123411200589
44,"Delaura Beach Rd OBA","20",627.701847986311,553.46952433692,479.246277111811,405.037096119366,330.851446561096
44,"Delaura Beach Rd OBA","21",616.561265584704,540.577505450515,464.603660051332,388.645543936101,312.714619204109
44,"Delaura Beach Rd OBA","22",631.153325698751,562.338376094267,493.530433652338,424.732903927656,355.951824607795
45,"Slusher Lake Rd OBA","97",654.141507590835,564.835577257253,475.572463857963,386.381843629342,297.328961682108
45,"Slusher Lake Rd OBA","98",658.445784082319,568.411178040817,478.431776947273,388.545935751851,298.838090461817
45,"Slusher Lake Rd OBA","99",696.216313162149,596.472423631934,496.838404293648,397.396902600087,298.340488031112
45,"Slusher Lake Rd OBA","10",679.345730752634,586.19714646629,493.048659005566,399.900336031104,306.752327386438
45,"Slusher Lake Rd OBA","12",686.526866257589,609.752424741836,532.978132194766,456.204063825961,379.430355716367
45,"Slusher Lake Rd OBA","13",733.929835954092,635.723019001892,537.516258079181,439.309590761787,341.103097899171
45,"Slusher Lake Rd OBA","14",681.835562447116,606.52060984873,531.205672626808,455.890758402125,380.575880827883
45,"Slusher Lake Rd OBA","15",717.037264611432,633.084780678176,549.132310148326,465.179860278737,381.22744471855
45,"Slusher Lake Rd OBA","16",696.220555692614,609.200374925778,522.180206968923,435.160059506997,348.139947908579
45,"Slusher Lake Rd OBA","17",718.743679805012,608.411969544515,498.080325294594,387.748803404006,277.417549863139
45,"Slusher Lake Rd OBA","18",825.624795296647,696.748513301263,567.872401589336,438.996610131091,310.121538185837
45,"Slusher Lake Rd OBA","19",727.591385154427,602.69949508838,477.807744147547,352.91628003484,228.025574045044
45,"Slusher Lake Rd OBA","20",719.545729586102,611.70269338167,503.859742395201,396.016946246157,288.174478767735
45,"Slusher Lake Rd OBA","21",709.270347479469,612.228247215574,515.186240328961,418.144391832027,321.102845327559
45,"Slusher Lake Rd OBA","22",679.080662120141,604.796025151394,530.511436225419,456.226918809776,381.94251462892
46,"Del Rey Beach Rd OBA","97",628.35801396621,508.807667806851,389.378060059877,270.229321551799,152.023289433339
46,"Del Rey Beach Rd OBA","98",687.330536833011,553.257544561052,419.23500857619,285.334036297136,151.87649645332
46,"Del Rey Beach Rd OBA","99",654.284128185025,542.541091405805,430.847163835102,319.253893567051,207.923413262467
46,"Del Rey Beach Rd OBA","10",677.813153450368,586.906948034244,496.0010159276,405.095541127469,314.190920574272
47,"Seaside Beach","97",801.765332165109,677.144341735009,552.523495576233,427.902919739852,303.28294745684
47,"Seaside Beach","98",884.496488237606,739.592952008612,594.876242339504,450.526430769743,307.061391300304
47,"Seaside Beach","99",835.825099408466,701.638019715696,567.451075487171,433.264392587364,299.078322765579
47,"Seaside Beach","10",825.212685283805,695.096852320375,565.000862973871,434.942523926823,304.970008331181
48,"Quinault Beach, North Beach","99",546.346384439901,456.881620092413,367.4672208982,278.151762100637,189.075508073909
48,"Quinault Beach, North Beach","10",669.44745929446,565.210731770645,460.99628267294,356.823632547634,252.744471012456
48,"Quinault Beach, North Beach","11",791.917168685058,659.835001507712,527.775037851069,395.759505445213,263.855104042556
48,"Quinault Beach, North Beach","12",765.336289144072,644.997017917119,524.677970573559,404.397198964696,284.203304516158
48,"Quinault Beach, North Beach","13",762.496079016565,644.033120005646,525.590296227137,407.185178987935,288.864139626356
48,"Quinault Beach, North Beach","14",780.500068144451,659.023298216547,537.565121026012,416.141816725933,294.796479702558
48,"Quinault Beach, North Beach","15",783.304323049139,656.719177317306,530.154716685906,403.630400009039,277.201202049615
48,"Quinault Beach, North Beach","16",792.42598798105,661.29346569208,530.182286993804,399.113486933935,268.149215547608
48,"Quinault Beach, North Beach","17",761.819517069215,637.353455985575,512.906949770111,388.498790712013,264.183159272867
48,"Quinault Beach, North Beach","18",730.10492865979,613.589437495254,497.093270616275,380.63417149817,264.261151639958
48,"Quinault Beach, North Beach","19",782.841262720494,659.762880021223,536.703715045382,413.680918446491,290.740660182773
49,"Chautauqua Resort, Long Beach","10",701.481751663594,602.962682928546,504.47662707848,406.047606456796,307.730354899919
49,"Chautauqua Resort, Long Beach","11",681.367290475556,589.149192374394,496.958725500123,404.814768080363,312.758430247965
49,"Chautauqua Resort, Long Beach","12",664.327764331024,577.95121456637,491.599797312075,405.289577162604,319.053989689576
49,"Chautauqua Resort, Long Beach","13",770.119938329492,662.351722766187,554.612174910595,446.922028026947,339.328319450864
49,"Chautauqua Resort, Long Beach","14",757.813630655877,654.111593962393,550.436401227856,446.806739127595,343.263846560517
49,"Chautauqua Resort, Long Beach","15",738.343428962639,633.328574353196,528.345093678176,423.416324504647,318.596328638434
49,"Chautauqua Resort, Long Beach","16",703.389290469751,601.277609753177,499.199570384655,397.181111324214,295.283992712155
49,"Chautauqua Resort, Long Beach","17",694.703066295165,594.94880015792,495.227700536665,395.564851861642,296.019095258733
49,"Chautauqua Resort, Long Beach","18",743.112821531173,636.753256219157,530.425827618618,424.154704584975,317.996342362134
49,"Chautauqua Resort, Long Beach","19",680.842159305625,589.500445297208,498.187795581496,406.923776486634,315.750559171269
50,"Seaview, Long Beach","10",613.600925903433,534.300039380877,454.999155839824,375.698277168215,296.397407274576
50,"Seaview, Long Beach","11",643.982435783757,559.837206613561,475.692165739307,391.547434557567,307.403267382533
50,"Seaview, Long Beach","12",690.70458962837,595.402305943416,500.100217950151,404.798463864247,309.497352140398
50,"Seaview, Long Beach","13",699.71309130966,602.090768625957,504.468643468146,406.846858024177,309.225734034667
50,"Seaview, Long Beach","14",671.180667290065,581.454645961926,491.728837149988,402.003383153029,312.278589812781
50,"Seaview, Long Beach","15",703.494984153012,604.959939593963,506.425045427413,407.890410645219,309.356283100949
50,"Seaview, Long Beach","16",688.093574974889,581.085970608667,474.078446120344,367.071071367266,260.064031182156
50,"Seaview, Long Beach","17",669.491864353788,561.02079389325,452.550191199285,344.080498659314,235.612973305859
50,"Seaview, Long Beach","18",647.494708454166,563.626722456794,479.758836805847,395.891115275254,312.023690205002
50,"Seaview, Long Beach","19",593.590300159964,522.208709901104,450.827225357779,379.44590619167,308.064867360804
51,"Beard's Hollow Cape Disappointment, Long Beach","10",659.662586953198,566.313644862462,472.967213233005,379.625143969319,286.29170399865
51,"Beard's Hollow Cape Disappointment, Long Beach","11",632.199273825585,555.945899251408,479.693917930023,403.444119847296,327.198031343962
51,"Beard's Hollow Cape Disappointment, Long Beach","12",597.740805993827,530.484304713781,463.228850869241,395.974978174141,328.72365709637
51,"Beard's Hollow Cape Disappointment, Long Beach","13",610.85465569253,536.69299004686,462.532737094981,388.374706100531,314.220470255742
51,"Beard's Hollow Cape Disappointment, Long Beach","14",623.861754444094,552.788739380711,481.717095098173,410.647533328965,339.581361597175
51,"Beard's Hollow Cape Disappointment, Long Beach","15",703.500091547694,612.01268184066,520.526471377324,429.042227315503,337.56154843192
51,"Beard's Hollow Cape Disappointment, Long Beach","16",707.562350458753,614.324355663112,521.087513393017,427.852577117798,334.621140033846
51,"Beard's Hollow Cape Disappointment, Long Beach","17",639.144786394333,562.145952311079,485.148708028024,408.153953281928,331.163424512579
51,"Beard's Hollow Cape Disappointment, Long Beach","18",644.310523932101,566.081217089513,487.853503684314,409.628296625326,331.407370706869
51,"Beard's Hollow Cape Disappointment, Long Beach","19",535.324550728365,485.289362076847,435.254952482047,385.221625506771,335.189865954715
52,"A Loop Cape Disappointment, Long Beach","10",490.931329439501,441.548250806741,392.325664861978,343.332606639591,294.683579807431
52,"A Loop Cape Disappointment, Long Beach","11",501.56307607406,444.728241891729,388.10459783489,331.80028398769,276.010793117329
52,"A Loop Cape Disappointment, Long Beach","12",479.365166461984,429.520610405095,379.855407550609,330.450435716341,281.44277255206
52,"A Loop Cape Disappointment, Long Beach","13",549.987072856321,483.988931020965,418.214302477957,352.788226345433,287.948389304917
52,"A Loop Cape Disappointment, Long Beach","14",516.623503271116,455.690898167679,394.983173956064,334.622747640852,274.838536715234
52,"A Loop Cape Disappointment, Long Beach","15",560.478281419602,491.012238140718,421.781441107484,352.924357503614,284.712262071393
52,"A Loop Cape Disappointment, Long Beach","16",545.655179826888,479.902303263696,414.376020105964,349.203910853131,284.629367119076
52,"A Loop Cape Disappointment, Long Beach","17",432.151379693491,392.851760736695,353.698995079935,314.747890526516,276.083813949549
52,"A Loop Cape Disappointment, Long Beach","18",477.976073513274,425.893518267403,374.011565509266,322.427067022495,271.309742074022
52,"A Loop Cape Disappointment, Long Beach","19",425.758910710946,386.248860139501,346.89633977509,307.761784210848,268.940360996538
53,"Benson Beach North Cape Disappointment, Long Beach","10",544.593936512638,474.50992260495,404.505809046615,334.631744447587,264.990624681904
53,"Benson Beach North Cape Disappointment, Long Beach","11",544.842579066653,474.218180191574,403.673886102554,333.26057020719,263.083421038414
53,"Benson Beach North Cape Disappointment, Long Beach","12",591.938700854169,517.998427742776,444.123406033898,370.352685285776,296.764058264711
53,"Benson Beach North Cape Disappointment, Long Beach","13",608.583541468069,529.422006911707,450.332445875303,371.360846297341,292.602734892051
53,"Benson Beach North Cape Disappointment, Long Beach","14",639.1358692989,552.344960363955,465.630667829644,379.045577967329,292.704371847678
53,"Benson Beach North Cape Disappointment, Long Beach","15",537.18311205729,475.867438332308,414.614418540071,353.456627422135,292.45381359603
53,"Benson Beach North Cape Disappointment, Long Beach","16",476.787211849652,413.614190723348,350.541292505168,287.634390040127,225.032736541633
53,"Benson Beach North Cape Disappointment, Long Beach","17",443.165482385522,391.521369918633,339.95369070909,288.503433167221,237.247003080282
53,"Benson Beach North Cape Disappointment, Long Beach","18",522.051834347038,445.746514179886,369.55582629032,293.569036633535,217.999464398412
53,"Benson Beach North Cape Disappointment, Long Beach","19",505.764639184179,433.434617879766,361.21416540203,289.185383760298,217.538747484403
54,"Benson Beach South Cape Disappointment, Long Beach","10",475.966237693567,416.710375195918,357.454512988616,298.198651244748,238.942790309095
54,"Benson Beach South Cape Disappointment, Long Beach","11",599.773558402091,507.715554460143,415.65764715976,323.599918978856,231.542583562857
54,"Benson Beach South Cape Disappointment, Long Beach","12",583.002555323776,506.323869157927,429.645203638807,352.966572222291,276.288003302022
54,"Benson Beach South Cape Disappointment, Long Beach","13",565.468022175193,489.066395081164,412.664841767586,336.26341252495,259.862216786569
54,"Benson Beach South Cape Disappointment, Long Beach","14",528.586778593573,465.478387209537,402.370036436559,339.261748937598,276.153568091917
54,"Benson Beach South Cape Disappointment, Long Beach","15",561.113219289279,488.409893674952,415.706594584553,343.003338884194,270.300161586002
54,"Benson Beach South Cape Disappointment, Long Beach","16",505.647908705353,427.79367977125,349.93947702615,272.08532295119,194.231276072085
54,"Benson Beach South Cape Disappointment, Long Beach","17",466.605356160466,395.09836520795,323.591380410014,252.084407004135,180.577458523755
54,"Benson Beach South Cape Disappointment, Long Beach","18",525.674394252479,445.58384344853,365.493337902928,285.402915717299,205.312674445283
54,"Benson Beach South Cape Disappointment, Long Beach","19",452.633618980146,392.396074702731,332.158559104889,271.921091246413,211.683711881951
